name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"53.562762,9.573723",1/11/2023,9.6,5.5,8,7.8,1,5.1,6.3,89.2,4.119,100,54.17,rain,0,0,54.4,29.1,206.1,1006.4,74.6,28.7,10.3,1,0,,2023-01-11T08:33:51,2023-01-11T16:25:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,C9514,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/12/2023,11.1,7.6,9.2,11.1,3.8,7.1,7.6,90.1,13.737,100,95.83,rain,0,0,81.4,32.6,218.9,1001.5,97.3,20.4,6.9,0.5,1,,2023-01-12T08:33:06,2023-01-12T16:27:11,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C7997,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/13/2023,10.3,6.4,7.9,10.3,2.1,4.5,5.2,83.2,13.512,100,66.67,rain,0,0,72,31.1,229.4,1000.5,69.6,29.7,8,0.8,0,,2023-01-13T08:32:17,2023-01-13T16:28:46,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,C9514,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/14/2023,10.1,5.7,7.1,10.1,2.1,3.8,5.5,89.3,8.338,100,70.83,rain,0,0,59.4,28.9,203.6,1002.9,85.1,21.2,6.6,0.6,0,,2023-01-14T08:31:24,2023-01-14T16:30:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/15/2023,6.9,4.6,6,3.5,-0.8,1.6,2.5,78.6,3.708,100,37.5,rain,0,0,78.8,39.8,229.2,993.8,82.2,41.5,9.5,0.7,1,,2023-01-15T08:30:29,2023-01-15T16:32:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/16/2023,5.8,4.1,4.9,2,0.4,1.2,1.8,80.5,0.11,100,25,rain,0,0,43.2,23.9,162.9,987.7,92.7,40.1,14,1.3,1,,2023-01-16T08:29:31,2023-01-16T16:33:45,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/17/2023,4.1,0.9,2.8,0.8,-3.7,-1,0.2,83.8,3.319,100,62.5,rain,0,0,51.1,26.3,231.5,982.2,48,30.7,17.2,1.5,1,,2023-01-17T08:28:29,2023-01-17T16:35:28,0.85,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/18/2023,2.8,-3.1,0,-0.1,-6,-3.6,-2.9,81.6,0.001,100,4.17,"rain,snow",0,0,45.7,20.3,188.3,993.5,35.3,24.2,18.6,1.5,1,,2023-01-18T08:27:25,2023-01-18T16:37:12,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/19/2023,3.7,0.9,2.3,0.8,-4.3,-1.6,0.1,85.7,1.076,100,41.67,"rain,snow",0,0,48.6,21.9,210.2,1000.5,71.5,24.4,11.1,0.9,1,,2023-01-19T08:26:17,2023-01-19T16:38:58,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"00704,E9645,C7997,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/20/2023,3,-0.4,0.9,2.1,-4.5,-1.3,-1.3,85.4,0,0,0,,0,0,27,14.1,226.1,1015.6,58.9,16,16.2,1.4,1,,2023-01-20T08:25:07,2023-01-20T16:40:46,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/21/2023,2.9,0.3,1.2,2,-2.8,-0.7,-0.3,89.7,0.004,100,4.17,"rain,snow",0,0,36,12.4,6.2,1031.1,63.5,15.3,19.5,1.7,1,,2023-01-21T08:23:54,2023-01-21T16:42:34,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/22/2023,3.6,0.9,2.3,1.3,-3.2,-1.1,-0.3,83.3,0,0,0,,0,0,38.9,16.5,29.1,1033.5,97.3,41.6,7.2,0.4,0,,2023-01-22T08:22:38,2023-01-22T16:44:24,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"00704,C9514,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/23/2023,3.6,1.9,2.6,3.3,-0.2,1.4,1.1,89.9,0.004,100,8.33,"rain,snow",0,0,22.7,8.8,48.7,1038.6,97,23.5,8.1,0.6,0,,2023-01-23T08:21:19,2023-01-23T16:46:15,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/24/2023,2.5,0.3,1.8,2.5,-1.7,0.8,-0.5,84.8,0,0,0,,0,0,12.6,7.4,125.9,1040.5,90.6,24.4,10.5,0.8,0,,2023-01-24T08:19:58,2023-01-24T16:48:08,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/25/2023,0,-2,-1.2,-2.1,-5.7,-4.6,-2.6,90.4,0,0,0,,0,0,23,11.7,211.1,1032.6,98.5,8.6,5.2,0.5,0,,2023-01-25T08:18:35,2023-01-25T16:50:01,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/26/2023,3.9,-1.7,0.9,1.6,-5.3,-1.4,0.4,96.4,0.388,100,20.83,"rain,snow",0.1,0,25.6,13.9,276,1023.2,99.2,8,11.5,0.9,1,,2023-01-26T08:17:08,2023-01-26T16:51:55,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/27/2023,4.5,0.7,2.9,1.6,-1.3,0.2,0.3,83.1,0.107,100,20.83,rain,0,0,32.4,15.9,38.1,1027.9,96.7,29.9,18.2,1.6,1,,2023-01-27T08:15:40,2023-01-27T16:53:49,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,C9514,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/28/2023,2.5,-2.4,1,1.3,-4.4,-1,-2.2,79.8,0,0,0,,0,0,28.4,12.9,237.3,1028.9,71.7,30.5,18.7,1.5,1,,2023-01-28T08:14:09,2023-01-28T16:55:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/29/2023,4.1,2.3,3.1,0,-2.1,-0.9,1.9,91.5,0.604,100,45.83,rain,0,0,52.6,27.3,233.6,1021.5,100,8.9,6.9,0.7,0,,2023-01-29T08:12:35,2023-01-29T16:57:41,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/30/2023,6.8,3.6,5.4,2.8,-1.1,0.9,2.6,82.8,12.01,100,79.17,rain,0,0,77.4,36.8,275.9,1008.6,60.9,18.6,14.4,1.3,1,,2023-01-30T08:11:00,2023-01-30T16:59:38,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",1/31/2023,7.6,3.4,5.1,3.3,-1,1,3,86.7,5.585,100,91.67,rain,0,0,77,33.1,263.5,1013.5,70.4,19,7.5,0.6,1,,2023-01-31T08:09:22,2023-01-31T17:01:35,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,C7997,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/1/2023,6.5,3.1,5.2,2.2,-1.7,0.8,2.5,83,12.315,100,95.83,rain,0,0,65.9,34.9,272.7,1008.9,82.9,20.9,13.4,1,1,,2023-02-01T08:07:42,2023-02-01T17:03:33,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/2/2023,7.3,4.6,5.6,4.8,0.6,2.5,2.8,82.1,5.481,100,66.67,rain,0,0,69.5,33.9,281.5,1017.3,81.3,26.3,29.8,2.6,2,,2023-02-02T08:06:01,2023-02-02T17:05:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C7997,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/3/2023,8.6,5,7.5,4.5,1.2,3.4,4.6,82.6,8.196,100,75,rain,0,0,79.9,40,284.2,1016.6,95.9,15.6,21.5,1.9,1,,2023-02-03T08:04:17,2023-02-03T17:07:30,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/4/2023,4.8,-0.3,2.3,3.4,-3.4,0.8,-0.7,81.2,0,0,0,,0,0,40.3,13.7,54.9,1036,59.1,39.5,26.8,2.3,2,,2023-02-04T08:02:31,2023-02-04T17:09:28,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/5/2023,1.9,-1.9,0.4,1.8,-7.1,-2.3,-1.3,88.9,0.388,100,16.67,"rain,snow",0,0,28.1,16.6,157.5,1037.3,91,29.8,11.2,1,1,,2023-02-05T08:00:43,2023-02-05T17:11:27,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"00704,C9514,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/6/2023,3.6,-3.6,0.3,2,-3.6,-0.4,-0.5,94.6,0,0,0,,0,0,20.2,8.9,23.9,1041.2,24.1,10.1,20,1.6,1,,2023-02-06T07:58:53,2023-02-06T17:13:27,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,C3276,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/7/2023,3.8,-6.3,-1.8,2.5,-6.3,-2.7,-3.8,87.5,0.001,100,4.17,snow,0,0,21.2,10.5,145.8,1041.6,5.1,14.5,40.7,3.4,3,,2023-02-07T07:57:02,2023-02-07T17:15:26,0.56,Snow,Clear conditions throughout the day with early morning snow.,rain,"00704,E9645,C9514,C7997,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/8/2023,6.1,-5.4,-0.9,3.1,-9.1,-3.6,-5.5,74.2,0,0,0,,0,0,27.7,16.1,148.6,1038.8,9.3,17.9,45.3,3.9,3,,2023-02-08T07:55:09,2023-02-08T17:17:26,0.59,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/9/2023,3.1,-3.6,0.7,-0.1,-7.7,-3.3,-3.9,72.2,0,0,0,,0,0,34.6,18.3,210,1030.6,87,22.7,27.9,2.2,2,,2023-02-09T07:53:14,2023-02-09T17:19:25,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/10/2023,7.2,2.4,4.5,4.1,-0.9,1.1,1.9,84.2,0,0,0,,0,0,44.3,21.5,232.9,1031.8,89.6,14.9,25.7,2.2,1,,2023-02-10T07:51:18,2023-02-10T17:21:25,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,C9514,C3276,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/11/2023,8.3,5.5,7.2,5.3,1.7,3.9,6.1,93.2,0.013,100,45.83,rain,0,0,51.1,24.5,268.2,1029.4,100,6.1,13.3,1.1,1,,2023-02-11T07:49:20,2023-02-11T17:23:24,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,D0281,01975,04039"
"53.562762,9.573723",2/12/2023,8,6.6,7.2,7.1,3.8,5.6,6.8,97.6,0.216,100,33.33,rain,0,0,21.2,15.2,269.3,1037.2,98.3,9.2,24.2,2,1,,2023-02-12T07:47:21,2023-02-12T17:25:24,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,C3276,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/13/2023,7.2,5.6,6.3,6.7,5,5.8,4.3,87.5,0,0,0,,0,0,20.2,7.5,281.5,1037.8,91.9,15.7,16.6,1.4,1,,2023-02-13T07:45:20,2023-02-13T17:27:23,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/14/2023,10.8,1.9,6,10.8,0.8,5.2,3.3,83.9,0,0,0,,0,0,19.8,10,114.2,1034.7,24.9,12.6,64.7,5.6,3,,2023-02-14T07:43:17,2023-02-14T17:29:22,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/15/2023,8.3,0.1,2.6,8.3,-2.4,0.6,2,96.4,0,0,0,,0,0,22.3,8.8,162.8,1026.5,59.5,4.1,25.6,2.2,1,,2023-02-15T07:41:14,2023-02-15T17:31:22,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/16/2023,8.1,3.1,5.8,6,-0.1,3.4,4,88.4,1.319,100,50,rain,0,0,31.7,15.6,210.7,1020.6,83.2,6.6,25.1,2.1,1,,2023-02-16T07:39:09,2023-02-16T17:33:21,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/17/2023,11.3,7.1,9.2,11.3,2.8,6.7,7.2,88,3.565,100,70.83,rain,0,0,85.7,48.9,255,1012.3,89.6,12.2,10.5,0.8,0,,2023-02-17T07:37:03,2023-02-17T17:35:19,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/18/2023,9.6,3.8,6.2,7.8,1.6,3.7,4.7,90.3,9.215,100,54.17,rain,0,0,67.3,33,268.8,1013.5,99.5,16.1,20.6,1.8,1,,2023-02-18T07:34:55,2023-02-18T17:37:18,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/19/2023,7.8,2.1,4.7,4.8,-0.6,2.5,2,83.8,3.478,100,25,rain,0,0,36.4,18.4,284,1019.4,77.3,32.3,80.3,6.9,4,,2023-02-19T07:32:47,2023-02-19T17:39:16,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/20/2023,10.3,5,8.1,10.3,1.5,4.9,5.9,86.3,3.438,100,37.5,rain,0,0,68.4,35.7,257.3,1014.4,100,24.9,9.8,0.8,1,,2023-02-20T07:30:37,2023-02-20T17:41:15,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/21/2023,9.3,7.6,8.3,7.7,4.9,6,7.6,95.8,5.782,100,91.67,rain,0,0,50,27,282.3,1015.1,98.3,15.4,55,4.8,2,,2023-02-21T07:28:26,2023-02-21T17:43:13,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/22/2023,11.4,7.4,8.8,11.4,5.7,7.9,7.6,92.7,0.005,100,16.67,rain,0,0,34.6,17.9,130.8,1013.9,99.4,11.8,39.9,3.5,2,,2023-02-22T07:26:14,2023-02-22T17:45:10,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/23/2023,8.1,3.4,6,6.2,0,3.9,4.5,90.6,1.396,100,29.17,rain,0,0,30.6,20.2,282,1012.5,86.3,11.5,22.8,2,1,,2023-02-23T07:24:01,2023-02-23T17:47:08,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/24/2023,6.8,2.5,4.2,2.7,-2.3,0.3,1.8,84.5,3.713,100,54.17,rain,0,0,51.5,27.3,264.6,1002.3,80.1,29.2,35.7,3.1,2,,2023-02-24T07:21:47,2023-02-24T17:49:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/25/2023,4.5,-0.3,2.6,0.6,-4.4,-1.8,-2.7,68.8,0.007,100,20.83,"rain,snow",0,0,55.1,26.3,338.7,1006.7,63.6,30.8,64.6,5.7,4,,2023-02-25T07:19:33,2023-02-25T17:51:02,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/26/2023,4.3,-1.5,0.9,1.3,-4.7,-1.9,-3.4,73.6,0,0,0,,0,0,36.7,14.9,347.7,1023.3,23.5,46.3,70.2,6.1,3,,2023-02-26T07:17:17,2023-02-26T17:52:58,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/27/2023,5.8,-2.9,1.7,3.5,-2.9,0.9,-2.1,76.9,0,0,0,,0,0,25.6,12.2,24.5,1030.4,41.9,37.1,61.9,5.3,3,,2023-02-27T07:15:00,2023-02-27T17:54:54,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2/28/2023,6.8,-1.9,2.6,6.8,-1.9,2.4,-3.1,68.4,0,0,0,,0,0,11.9,6.5,147.4,1032.2,17.8,38.6,112.4,9.9,4,,2023-02-28T07:12:43,2023-02-28T17:56:50,0.27,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/1/2023,4.4,-4.3,0,2.2,-4.3,-1.5,-1.1,92.6,0,0,0,,0,0,17.3,11.3,3,1030.1,28.7,21.7,83.9,7.3,4,,2023-03-01T07:10:25,2023-03-01T17:58:46,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/2/2023,2.5,-0.7,0.5,2.1,-3.9,-1.4,0.1,97.3,0,0,0,,0,0,20.2,10.1,41.4,1026.7,85.2,6.9,43.9,3.9,2,,2023-03-02T07:08:06,2023-03-02T18:00:41,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/3/2023,6.3,-0.9,2.8,3.3,-2.6,0.2,1.1,89.3,0,0,0,,0,0,36.4,21.4,275.2,1023.8,59,14.1,46.6,4.2,2,,2023-03-03T07:05:47,2023-03-03T18:02:36,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/4/2023,6,2.7,4.8,2.3,-1.7,0.8,0.3,72.8,0.005,100,16.67,rain,0,0,50.4,27.3,306.4,1019.2,84.3,31.1,49,4.4,2,,2023-03-04T07:03:27,2023-03-04T18:04:31,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/5/2023,4.2,0.2,2,1.2,-3,-1.3,0.1,87.9,5.934,100,54.17,"rain,snow",0.3,0.1,51.1,24.5,287.6,1012.3,92.1,32.1,69.3,5.9,3,,2023-03-05T07:01:06,2023-03-05T18:06:26,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/6/2023,4.8,-0.9,1.8,1.9,-3.1,-0.6,-1.1,82.3,2.53,100,29.17,"rain,snow",0.1,0.8,38.9,18.4,236.6,1003.1,98.9,22.7,73.2,6.3,4,,2023-03-06T06:58:45,2023-03-06T18:08:20,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/7/2023,5.6,-0.2,2.5,0.6,-3.6,-2,-1.2,77.4,2.985,100,66.67,"rain,snow",0,0.1,64.8,34.2,253.9,992.8,53,32.5,90.3,7.9,5,,2023-03-07T06:56:23,2023-03-07T18:10:14,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/8/2023,3.6,-2.3,0.9,3.6,-5.7,-1.8,-2.3,80,0,0,0,,0,0.1,24.5,11.9,191.8,996.7,81.3,33.2,56.2,4.8,2,,2023-03-08T06:54:01,2023-03-08T18:12:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/9/2023,4.8,-0.6,1.5,3.1,-3.7,-1.1,-1.6,80.5,0.008,100,20.83,"rain,snow",0.1,0.1,27,10.8,90.1,997.5,99.2,31,75.1,6.5,3,,2023-03-09T06:51:38,2023-03-09T18:14:01,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/10/2023,1.8,0.1,0.8,-2.1,-5.1,-3.3,0,94.2,7.976,100,100,"rain,snow",7,0.8,40,20.6,45.6,992,99.6,7.6,26.1,2.1,1,,2023-03-10T06:49:14,2023-03-10T18:15:54,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",3/11/2023,5.5,-1.8,1.5,1.8,-4.8,-2.3,-1,84.7,0.749,100,41.67,"rain,snow",0.3,3,43.9,22.5,277.6,1005.8,37.7,26.9,106.3,9.1,5,,2023-03-11T06:46:51,2023-03-11T18:17:47,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"00704,E9645,C9514,C7997,04857,01981,00760,01975,04039"
